ID row col Width ALBST
L6_16866 635.2472457 604.1374474 0.00058684 0.529109467
L6_17092 638.2838004 610.0981767 -0.003653545 0.528455452
L6_17093 641.9276661 604.4880785 -0.002058477 0.525185379
L6_16867 638.8911113 598.5273492 0.002125438 0.524531364
L6_17094 645.5715317 598.8779804 0.000291366 0.521261291
L6_17322 648.6080864 604.8387097 -0.004182251 0.521261291
L6_17323 652.2519521 599.2286115 -0.002574461 0.517991218
L6_17095 649.2153974 593.2678822 0.001626517 0.517337203
L6_17324 655.8958177 593.6185133 -0.000410215 0.51406713
L6_17553 658.9323724 599.5792426 -0.00471096 0.51406713
L6_17096 652.859263 587.657784 0.0034802 0.512759101
L6_17554 662.5762381 593.9691445 -0.003094748 0.510797057
L6_17325 659.5396834 588.0084151 0.000714982 0.510143042
L6_17783 669.2566585 594.3197756 -0.006293465 0.508835013
L6_17555 666.2201038 588.3590463 -0.00211864 0.506872969
L6_17326 663.183549 582.398317 0.002075221 0.506218955
L6_17556 669.8639694 582.7489481 0.000588421 0.502948882
L6_17784 672.9005241 588.7096774 -0.004522383 0.502948882
L6_17785 676.5443898 583.0995792 -0.003079436 0.499678808
L6_17557 673.5078351 577.1388499 0.001126755 0.497716764
L6_17786 680.1882554 577.4894811 -0.002167738 0.495100706
L6_17558 677.1517007 571.5287518 0.001545023 0.493792677
L6_18013 686.8686758 577.8401122 -0.005414841 0.491830633
L6_17787 683.8321211 571.8793829 -0.001329112 0.491176618
L6_17559 680.7955664 565.9186536 0.002477863 0.489868589
L6_18014 690.5125414 572.230014 -0.004754384 0.489214574
L6_17788 687.4759867 566.2692847 -0.000886581 0.485944501
L6_17560 684.439432 560.3085554 0.003354299 0.485290487
L6_18015 694.1564071 566.6199158 -0.003604772 0.483328443
L6_17789 691.1198524 560.6591865 0.000236278 0.482020413
L6_18016 697.8002728 561.0098177 -0.003705535 0.479404355
L6_17561 688.0832977 554.6984572 0.003550466 0.47875034
L6_17790 694.763718 555.0490884 -0.000500513 0.477442311
L6_18017 701.4441384 555.3997195 -0.003659471 0.474826252
L6_17562 691.7271633 549.088359 0.003668152 0.474172238
L6_17791 698.4075837 549.4389902 -0.000391774 0.472864209
L6_18018 705.0880041 549.7896213 -0.003794963 0.470902165
L6_17792 702.0514494 543.828892 -0.000543151 0.468286106
L6_18019 708.7318697 544.1795231 -0.00401059 0.466978077
L6_17564 699.0148946 537.8681627 0.002709399 0.465016033
L6_17793 705.695315 538.2187938 -0.001117956 0.464362018
L6_17565 702.6587603 532.2580645 0.001996313 0.462399974
L6_18020 712.3757354 538.569425 -0.00477882 0.461091945
L6_17794 709.3391807 532.6086957 -0.002198817 0.459783916
L6_17566 706.3026259 526.6479663 -0.000303614 0.455859828
L6_17795 712.9830463 526.9985975 -0.004567015 0.455859828
L6_17337 703.2660712 520.687237 0.001799692 0.45193574
L6_17567 709.9464916 521.0378682 -0.002581182 0.45193574
L6_17338 706.9099369 515.0771388 -0.000597247 0.448011653
L6_17568 713.5903573 515.42777 -0.004972082 0.448011653
L6_17110 703.8733822 509.1164095 0.002046271 0.444087565
L6_17339 710.5538025 509.4670407 -0.001926194 0.44343355
L6_17111 707.5172478 503.5063114 0.001022081 0.440163477
L6_17340 714.1976682 503.8569425 -0.003400638 0.440163477
L6_17112 711.1611135 497.8962132 -0.001415029 0.436239389
L6_16886 708.1245588 491.9354839 0.001227292 0.431661287
L6_17113 714.8049791 492.286115 -0.003148093 0.431661287
L6_16887 711.7684244 486.3253857 -0.00117599 0.427737199
L6_17114 718.4488448 486.6760168 -0.00517649 0.42642917
L6_16888 715.4122901 480.7152875 -0.002239442 0.424467126
L6_15568 719.0561557 411.2903226 -0.002051953 0.370183912
L6_15351 712.3757354 410.9396914 0.001654623 0.368221868
L6_15352 716.019601 405.3295933 -0.001714098 0.366259824
L6_15136 709.3391807 404.9789621 0.002168751 0.363643765
L6_15353 719.6634667 399.7194951 -0.005015376 0.361027707
L6_15137 712.9830463 399.368864 -0.000686697 0.360373692
L6_15138 716.626912 393.7587658 -0.003030178 0.357103619
L6_14924 709.9464916 393.4081346 0.001369293 0.356449604
L6_14925 713.5903573 387.7980365 -0.001303763 0.353179531
L6_15139 720.2707776 388.1486676 -0.00543779 0.353179531
L6_14712 706.9099369 387.4474053 0.002690918 0.351871502
L6_14926 717.2342229 382.1879383 -0.004472868 0.350563473
L6_14713 710.5538025 381.8373072 -0.000377501 0.348601429
L6_14927 720.8780886 376.5778401 -0.007679823 0.347947414
L6_14503 707.5172478 375.8765778 0.000973095 0.344023327
L6_14714 714.1976682 376.227209 -0.003402597 0.344023327
L6_14715 717.8415339 370.6171108 -0.005787912 0.340753253
L6_14295 704.4806931 369.9158485 0.002956205 0.340099239
L6_14504 711.1611135 370.2664797 -0.001424104 0.340099239
L6_14505 714.8049791 364.6563815 0.003803187 0.336175151
L6_14716 721.4853995 365.0070126 0.008165635 0.336175151
L6_14296 708.1245588 364.3057504 0.000606466 0.335521136
L6_14297 711.7684244 358.6956522 -0.002001487 0.332905078
L6_14506 718.4488448 359.0462833 -0.006211082 0.332905078
L6_14090 705.0880041 358.345021 0.001917809 0.331597049
L6_14091 708.7318697 352.7349229 -0.000509082 0.327672961
L6_14298 715.4122901 353.085554 -0.004848069 0.327672961
L6_13885 702.0514494 352.3842917 0.003246169 0.327018946
L6_14092 712.3757354 347.1248247 -0.003987085 0.325710917
L6_13886 705.695315 346.7741935 -0.000478125 0.323748873
L6_13887 709.3391807 341.1640954 -0.003390222 0.321132814
L6_13683 702.6587603 340.8134642 0.000885633 0.318516756
L6_13684 706.3026259 335.2033661 -0.002830342 0.316554712
L6_13481 699.6222056 334.8527349 0.000609984 0.313284639
L6_13482 703.2660712 329.2426367 -0.0028337 0.310014566
L6_13281 696.5856509 328.8920056 0.000927698 0.309360551
L6_13282 700.2295165 323.2819074 -0.002392444 0.306744493
L6_13082 693.5490962 322.9312763 0.001579814 0.303474419
L6_13083 697.1929618 317.3211781 -0.002264173 0.302820405
L6_12884 690.5125414 316.970547 0.001161589 0.299550332
L6_12885 694.1564071 311.3604488 -0.002326218 0.296934273
L6_12688 687.4759867 311.0098177 0.000996748 0.294972229
L6_12689 691.1198524 305.3997195 -0.002656212 0.293010185
L6_12493 684.439432 305.0490884 0.001021139 0.290394127
L6_12494 688.0832977 299.4389902 -0.002621407 0.288432083
L6_12300 681.4028773 299.088359 0.000811896 0.28516201
L6_12301 685.046743 293.4782609 -0.00304558 0.284507995
L6_12108 678.3663226 293.1276297 0.000422757 0.280583907
L6_12109 682.0101883 287.5175316 -0.003656909 0.278621864
L6_11918 675.3297679 287.1669004 -0.000585992 0.276005805
L6_11919 678.9736335 281.5568022 -0.004361794 0.274697776
L6_11728 668.6493475 286.8162693 0.00249262 0.273389747
L6_11729 672.2932132 281.2061711 0.001446278 0.271427703
L6_11541 665.6127928 280.85554 0.001515194 0.267503615
L6_11542 669.2566585 275.2454418 0.002789617 0.266195586
L6_11355 662.5762381 274.8948107 0.000285557 0.263579527
L6_11356 666.2201038 269.2847125 -0.003734361 0.262925512
L6_11170 655.8958177 274.5441795 0.003081315 0.259001425
L6_11171 659.5396834 268.9340813 -0.000781388 0.25834741
L6_10988 652.859263 268.5834502 0.001451142 0.255731352
L6_10989 656.5031287 262.973352 -0.002568725 0.254423322
L6_10807 649.8227083 262.6227209 -0.000272632 0.250499234
L6_10808 653.466574 257.0126227 -0.004378686 0.24984522
L6_10627 643.1422879 262.2720898 0.002387728 0.247229161
L6_10628 646.7861536 256.6619916 -0.001835546 0.244613103
L6_10449 640.1057332 256.3113604 0.001506778 0.242651059
L6_10450 643.7495989 250.7012623 -0.002343937 0.24134303
L6_10273 637.0691785 250.3506311 0.00065053 0.238072957
L6_10274 640.7130442 244.740533 -0.003190562 0.234802883
L6_10098 634.0326238 244.3899018 0.000255893 0.232840839
L6_9925 630.9960691 238.4291725 0.000373338 0.228916752
L6_9753 627.9595144 232.4684432 0.000348653 0.224338649
L6_9583 624.9229597 226.5077139 -0.000684126 0.219760547
L6_9414 621.886405 220.5469846 -0.000651044 0.21452843
L6_9247 618.8498502 214.5862553 0.000287863 0.210604342
L6_9248 622.4937159 208.9761571 -0.003014272 0.206680254
L6_9081 615.8132955 208.6255259 0.000813847 0.20602624
L6_9082 619.4571612 203.0154278 -0.001738835 0.200794123
L6_8432 607.3109423 179.1725105 0.000793346 0.177249596
L6_8273 604.2743876 173.2117812 -0.002004982 0.173979523
L6_8272 600.630522 178.8218794 0.001861303 0.172017479
L6_8116 597.5939673 172.8611501 -0.000398936 0.168747406
L6_7960 590.9135469 172.5105189 0.000989518 0.164169303
L6_7807 587.8769922 166.5497896 -0.002018632 0.160245216
L6_7806 584.2331265 172.1598878 0.00207223 0.158283172
L6_7654 581.1965718 166.1991585 -0.001836297 0.156321128
L6_7653 577.5527062 171.8092567 0.002436691 0.155667113
L6_7503 574.5161515 165.8485273 -0.001442239 0.151743025
L6_7502 570.8722858 171.4586255 0.002655755 0.150434996
L6_7353 567.8357311 165.4978962 -0.000637641 0.145856894
L6_7352 564.1918654 171.1079944 0.003343059 0.143240835
L6_7203 557.5114451 170.7573633 0.004402701 0.141278791
L6_7204 561.1553107 165.1472651 0.000139978 0.141278791
L6_7057 554.4748904 164.7966339 0.001125321 0.137354704
L6_6911 547.79447 164.4460028 0.000955212 0.131468572
L6_6767 541.1140496 164.0953717 0.001372432 0.126236455
L6_6625 538.0774949 158.1346424 -0.002528508 0.123620396
L6_6624 534.4336293 163.7447405 0.001533471 0.122312367
L6_6484 531.3970746 157.7840112 0.002119275 0.117734265
L6_6483 527.7532089 163.3941094 0.002147303 0.11708025
L6_6344 524.7166542 157.4333801 -0.000414329 0.113156162
L6_6206 518.0362338 157.0827489 0.001362354 0.106616016
L6_6070 514.9996791 151.1220196 -0.001882241 0.103999957
L6_6069 511.3558135 156.7321178 0.001835842 0.102037914
L6_5935 508.3192587 150.7713885 0.001472424 0.09876784
L6_5934 504.6753931 156.3814867 0.002375166 0.097459811
L6_5801 501.6388384 150.4207574 -0.000446439 0.094843753
L6_5800 497.9949727 156.0308555 0.003290255 0.09157368
L6_5669 494.958418 150.0701262 5.33E-05 0.089611636
L6_5539 488.2779976 149.7194951 0.000666633 0.085033533
L6_5410 481.5975773 149.368864 0.001281698 0.080455431
L6_5283 474.9171569 149.0182328 0.001321065 0.074569299
L6_5157 468.2367365 148.6676017 0.001751507 0.069337182
L6_5033 461.5563162 148.3169705 0.002188668 0.065413094
L6_4911 458.5197615 142.3562412 0.001119984 0.062797036
L6_4910 454.8758958 147.9663394 0.002595314 0.060180977
L6_4790 451.8393411 142.0056101 -0.001308585 0.058218933
L6_4789 448.1954755 147.6157083 0.002368179 0.05494886
L6_4670 445.1589207 141.654979 -0.001537196 0.052332802
L6_4669 441.5150551 147.2650771 0.002158833 0.050370758
L6_4552 438.4785004 141.3043478 -0.001152291 0.047754699
L6_4551 434.8346347 146.914446 0.002562388 0.045138641
L6_4435 431.79808 140.9537167 -0.001344799 0.043176597
L6_4434 428.1542144 146.5638149 0.002982713 0.042522582
L6_4319 425.1176596 140.6030856 -0.000916837 0.03794448
L6_4318 421.473794 146.2131837 0.002772852 0.034674407
L6_4205 418.4372393 140.2524544 -0.001178151 0.032712363
L6_4204 414.7933736 145.8625526 0.002529778 0.030750319
L6_4092 411.7568189 139.9018233 -0.001381424 0.02813426
L6_4091 408.1129533 145.5119215 0.002298036 0.025518202
L6_3980 401.4325329 145.1612903 0.002086793 0.020286085
L6_3871 398.3959782 139.200561 -0.001205017 0.018324041
L6_3870 394.7521125 144.8106592 0.002497494 0.016361997
L6_3763 391.7155578 138.8499299 -0.001418429 0.013745939
L6_3762 388.0716922 144.4600281 0.002263395 0.010475865
L6_3657 385.0351374 138.4992987 -0.001635657 0.008513822
L6_3656 381.3912718 144.1093969 0.002049628 0.005897763
L6_3553 378.3547171 138.1486676 -0.001879188 0.003935719
L6_3552 374.7108514 143.7587658 0.001814156 0.001973675
L6_3449 368.0304311 143.4081346 0.000267667 -0.003258442
L6_3448 364.3865654 149.0182328 0.002172303 -0.007836544
L6_3347 357.706145 148.6676017 -0.000290164 -0.011760632
L6_3346 354.0622794 154.2776999 0.001086719 -0.016338734
L6_3246 347.381859 153.9270687 -0.000254256 -0.020262822
L6_3245 343.7379934 159.5371669 0.00201133 -0.02418691
L6_3146 337.057573 159.1865358 0.000127676 -0.028110998
L6_3145 333.4137073 164.7966339 0.002649607 -0.031381071
L6_3049 330.3771526 158.8359046 -0.001436683 -0.0326891
L6_3048 326.733287 164.4460028 0.000561321 -0.035959173
L6_3047 323.0894213 170.056101 0.002121931 -0.039229246
L6_2952 320.0528666 164.0953717 -0.001998111 -0.039883261
L6_2951 316.409001 169.7054698 0.000329632 -0.043807349
L6_3046 319.4455557 175.6661992 0.004337141 -0.043807349
L6_2950 312.7651353 175.315568 0.002225421 -0.047077422
L6_2857 309.7285806 169.3548387 -0.001739058 -0.048385451
L6_2856 306.0847149 174.9649369 0.001286291 -0.051655524
L6_2764 303.0481602 169.0042076 -0.002686429 -0.052963554
L6_2855 302.4408493 180.5750351 0.003765958 -0.055579612
L6_2763 299.4042946 174.6143058 -0.000365438 -0.056887641
L6_2672 292.7238742 174.2636746 -0.001872307 -0.0595037
L6_2762 295.7604289 180.2244039 0.002166658 -0.060157715
L6_2854 298.7969836 186.1851332 0.006500253 -0.060157715
L6_2671 289.0800086 179.8737728 9.77E-05 -0.064735817
L6_2761 292.1165633 185.8345021 0.004326117 -0.064735817
L6_2670 285.4361429 185.483871 0.003079263 -0.068659905
L6_2581 282.3995882 179.5231417 -0.001000617 -0.069967934
L6_2580 278.7557225 185.1332398 0.00148013 -0.072583993
L6_2493 275.7191678 179.1725105 -0.002509963 -0.073892022
L6_2579 275.1118569 190.743338 0.003825966 -0.075854066
L6_2492 272.0753022 184.7826087 -0.000150465 -0.077162095
L6_2491 268.4314365 190.3927069 0.001590101 -0.080432168
L6_2405 265.3948818 184.4319776 -0.002347786 -0.082394212
L6_2404 261.7510162 190.0420757 0.000840084 -0.085664285
L6_2490 264.7875709 196.002805 0.005021644 -0.086972314
L6_2319 255.0705958 189.6914446 -0.001524698 -0.088934358
L6_2403 258.1071505 195.6521739 0.002215374 -0.090242388
L6_2489 261.1437052 201.6129032 0.006561035 -0.090242388
L6_2318 251.4267301 195.3015428 0.000341735 -0.093512461
L6_2402 254.4632848 201.2622721 0.004120077 -0.094166475
L6_2488 257.4998396 207.2230014 0.008482135 -0.094166475
L6_2234 244.7463098 194.9509116 -0.002479747 -0.097436548
L6_2317 247.7828645 200.911641 0.001709592 -0.098090563
L6_2401 250.8194192 206.8723703 0.00588574 -0.100052607
L6_2233 241.1024441 200.5610098 -0.001109186 -0.101360636
L6_2316 244.1389988 206.5217391 0.002694823 -0.102014651
L6_2400 247.1755535 212.4824684 0.007065282 -0.102014651
L6_2150 234.4220237 200.2103787 -0.003886801 -0.103976695
L6_2232 237.4585785 206.171108 0.000320115 -0.105938739
L6_2315 240.4951332 212.1318373 0.003993149 -0.107246768
L6_2399 243.5316879 218.0925666 0.008236073 -0.107246768
L6_2149 230.7781581 205.8204769 -0.002536864 -0.109208812
L6_2231 233.8147128 211.7812062 0.001292149 -0.110516841
L6_2314 236.8512675 217.7419355 0.0054322 -0.110516841
L6_2230 230.1708471 217.3913043 0.00297231 -0.1131329
L6_2148 227.1342924 211.430575 -0.001172228 -0.113786914
L6_2068 220.4538721 211.0799439 -0.003925947 -0.115748958
L6_2313 233.2074019 223.3520337 0.007206453 -0.116402973
L6_2147 223.4904268 217.0406732 0.000321847 -0.117711002
L6_2229 226.5269815 223.0014025 0.003951503 -0.119019031
L6_2146 219.8465611 222.6507714 0.001736545 -0.12032706
L6_2228 222.8831158 228.6115007 0.005939314 -0.12032706
L6_2067 216.8100064 216.6900421 -0.002300413 -0.12163509
L6_2066 213.1661408 222.3001403 0.000579608 -0.124251148
L6_2145 216.2026955 228.2608696 0.003486105 -0.125559178
L6_2065 209.5222751 227.9102384 0.000686343 -0.128829251
L6_1987 206.4857204 221.9495091 -0.003448369 -0.129483265
L6_2144 212.5588298 233.8709677 0.004833824 -0.130791295
L6_2064 205.8784095 233.5203366 0.002609608 -0.132753338
L6_1986 202.8418547 227.5596073 -0.0015994 -0.133407353
L6_1985 199.1979891 233.1697055 0.000170546 -0.136677426
L6_1909 196.1614344 227.2089762 -0.003973712 -0.137331441
L6_1908 192.5175687 232.8190743 -0.003031608 -0.137985455
