ID row col Width ALBST
L6_2063 202.2345438 239.1304348 0.003988957 -0.139293485
L6_1984 195.5541234 238.7798036 0.000625652 -0.141255529
L6_2062 198.5906781 244.740533 0.004315851 -0.142563558
L6_1983 191.9102578 244.3899018 0.001672565 -0.145179616
L6_1907 188.8737031 238.4291725 -0.00244879 -0.145833631
L6_2061 194.9468125 250.3506311 0.005690119 -0.147795675
L6_1906 185.2298374 244.0392707 -0.001377723 -0.149757719
L6_1982 188.2663921 250 0.002459002 -0.150411733
L6_2060 191.3029468 255.9607293 0.006640756 -0.151065748
L6_1905 181.5859718 249.6493689 -0.000354836 -0.153681807
L6_1981 184.6225265 255.6100982 0.003344791 -0.154989836
L6_1829 174.9055514 249.2987377 -0.003609773 -0.156297865
L6_2059 187.6590812 261.5708275 0.007522508 -0.15695188
L6_1904 177.9421061 255.259467 0.000639092 -0.158259909
L6_1828 171.2616857 254.9088359 -0.002546934 -0.159567938
L6_1980 180.9786608 261.2201964 0.004441238 -0.160875968
L6_2058 184.0152155 267.1809257 0.008415303 -0.160875968
L6_1903 174.2982405 260.8695652 0.001021933 -0.162838011
L6_1827 167.6178201 260.5189341 -0.002743342 -0.164800055
L6_1979 177.3347952 266.8302945 0.004537759 -0.16545407
L6_1902 170.6543748 266.4796634 0.001058132 -0.166762099
L6_1978 173.6909295 272.4403927 0.005431961 -0.166762099
L6_1826 163.9739544 266.1290323 -0.001442313 -0.169378158
L6_1901 167.0105091 272.0897616 0.001896558 -0.171340202
L6_1825 160.3300888 271.7391304 -0.001754476 -0.173302245
L6_1900 163.3666435 277.6998597 0.001426477 -0.175918304
L6_1977 170.0470639 278.0504909 0.005431069 -0.175918304
L6_1824 156.6862231 277.3492286 -0.002208655 -0.177880348
L6_1976 166.4031982 283.6605891 0.005144983 -0.180496406
L6_1899 159.7227778 283.3099579 0.001415447 -0.181150421
L6_1975 162.7593325 289.2706872 0.005568405 -0.181804436
L6_1823 153.0423575 282.9593268 -0.001474281 -0.184420494
L6_1898 156.0789122 288.9200561 0.002101637 -0.186382538
L6_1822 149.3984918 288.569425 -0.001724571 -0.187036553
L6_1974 159.1154669 294.8807854 0.005632115 -0.189652611
L6_1897 152.4350465 294.5301543 0.001880883 -0.190306626
L6_1973 155.4716012 300.4908836 0.005994614 -0.19096064
L6_1896 145.7546262 294.1795231 -0.001201385 -0.193576699
L6_1972 148.7911809 300.1402525 0.002847311 -0.194884728
L6_2050 151.8277356 306.1009818 0.006490759 -0.196192758
L6_1971 142.1107605 299.7896213 -0.00059763 -0.196846772
L6_2049 145.1473152 305.7503506 0.002944079 -0.199462831
L6_2128 148.1838699 311.7110799 0.006526796 -0.20077086
L6_2048 138.4668949 305.3997195 -0.000525063 -0.201424875
L6_2127 141.5034496 311.3604488 0.003076781 -0.204694948
L6_2126 134.8230292 311.0098177 -0.000769783 -0.205348962
L6_2208 137.8595839 316.970547 0.00269668 -0.207311006
L6_2207 131.1791635 316.6199158 -0.001050178 -0.210581079
L6_2290 134.2157183 322.5806452 0.002137137 -0.213197138
L6_2289 127.5352979 322.230014 -0.001502555 -0.215159182
L6_2373 130.5718526 328.1907433 0.001853563 -0.217121226
L6_2372 123.8914322 327.8401122 -0.002035736 -0.21777524
L6_2458 126.927987 333.8008415 0.001267641 -0.222353343
L6_2544 123.2841213 339.4109397 0.000326743 -0.225623416
L6_2545 129.9645417 339.7615708 0.004582064 -0.225623416
L6_2633 126.320676 345.371669 0.003584358 -0.22758546
L6_2632 119.6402556 345.0210379 -0.00023568 -0.229547504
L6_2722 122.6768104 350.9817672 0.002488936 -0.232817577
L6_2721 115.99639 350.631136 -0.001332412 -0.233471591
L6_2813 119.0329447 356.5918654 0.001688688 -0.236741665
L6_2905 115.389079 362.2019635 0.00091803 -0.241319767
L6_2999 111.7452134 367.8120617 -0.000829803 -0.245243855
L6_3000 118.4256338 368.1626928 0.003550039 -0.245243855
L6_3095 114.7817681 373.772791 0.001174739 -0.249167943
L6_3192 111.1379024 379.3828892 -0.001243318 -0.252438016
L6_3193 117.8183228 379.7335203 0.003156069 -0.25309203
L6_3290 107.4940368 384.9929874 -0.002946969 -0.256362103
L6_3291 114.1744572 385.3436185 0.001439774 -0.256362103
L6_3391 117.2110119 391.3043478 0.00351322 -0.259632177
L6_3390 110.5305915 390.9537167 -0.000308489 -0.260286191
L6_3491 106.8867259 396.5638149 -0.002056014 -0.264210279
L6_3492 113.5671462 396.914446 0.002333637 -0.264210279
L6_3594 109.9232806 402.5245442 -0.000314977 -0.268134367
L6_3595 116.6037009 402.8751753 0.004319689 -0.268134367
L6_3698 106.2794149 408.1346424 -0.00243491 -0.27140444
L6_3699 112.9598353 408.4852735 0.00196162 -0.27140444
L6_3805 109.3159696 414.0953717 -0.000451693 -0.275328528
L6_3806 115.99639 414.4460028 0.00393256 -0.275328528
L6_3913 105.672104 419.7054698 -0.002837054 -0.279252615
L6_3914 112.3525243 420.056101 0.001539023 -0.279252615
L6_4023 108.7086587 425.6661992 -0.000872316 -0.283176703
L6_4024 115.389079 426.0168303 0.003470798 -0.285138747
L6_4135 111.7452134 431.6269285 0.000545044 -0.287100791
L6_4247 108.1013477 437.2370266 -0.002554484 -0.290370864
L6_4248 114.7817681 437.5876578 0.001839196 -0.291024879
L6_4362 111.1379024 443.197756 -0.001224688 -0.294294952
L6_4363 117.8183228 443.5483871 0.003165065 -0.294948967
L6_4477 107.4940368 448.8078541 -0.003603173 -0.29821904
L6_4478 114.1744572 449.1584853 0.000775074 -0.29821904
L6_4594 110.5305915 454.7685835 -0.001691447 -0.301489113
L6_4595 117.2110119 455.1192146 0.002101496 -0.302143128
L6_4713 113.5671462 460.7293128 -0.001051514 -0.305413201
L6_4714 120.2475666 461.0799439 0.002778463 -0.306067215
L6_4832 109.9232806 466.3394109 -0.003980458 -0.309337288
L6_4833 116.6037009 466.6900421 0.000443829 -0.309991303
L6_4834 123.2841213 467.0406732 0.004542827 -0.311953347
L6_4954 112.9598353 472.3001403 -0.002649608 -0.313261376
L6_4955 119.6402556 472.6507714 0.001096796 -0.313915391
L6_5077 115.99639 478.2608696 -0.00132145 -0.317185464
L6_5078 122.6768104 478.6115007 0.002418074 -0.317839479
L6_5201 112.3525243 483.8709677 -0.004348365 -0.321109552
L6_5202 119.0329447 484.2215989 0.000146522 -0.321109552
L6_5203 125.7133651 484.57223 0.004059983 -0.323071596
L6_5327 115.389079 489.8316971 -0.003017618 -0.32503364
L6_5328 122.0694994 490.1823282 0.000880474 -0.325687654
L6_5455 118.4256338 495.7924264 -0.00205158 -0.327649698
L6_5456 125.1060541 496.1430575 0.002033558 -0.328957727
L6_5584 121.4621885 501.7531557 -0.001525189 -0.331573786
L6_5585 128.1426088 502.1037868 0.002137256 -0.33353583
L6_5715 124.4987432 507.713885 -0.0010872 -0.336151888
L6_5716 131.1791635 508.0645161 0.00273356 -0.336805903
L6_5848 127.5352979 513.6746143 -0.000371019 -0.340729991
L6_5849 134.2157183 514.0252454 0.003470216 -0.341384005
L6_5982 130.5718526 519.6353436 0.000443569 -0.344654078
L6_6117 126.927987 525.2454418 -0.002667989 -0.347924152
L6_6118 133.6084073 525.5960729 0.001084586 -0.348578166
L6_6254 129.9645417 531.2061711 -0.001989808 -0.351848239
L6_6255 136.644962 531.5568022 0.00175396 -0.352502254
L6_6393 133.0010964 537.1669004 -0.001513768 -0.355118313
L6_6394 139.6815167 537.5175316 0.002003917 -0.357080356
L6_6533 136.0376511 543.1276297 -0.001480207 -0.3590424
L6_6534 142.7180715 543.4782609 0.002424894 -0.361658459
L6_6675 139.0742058 549.088359 -0.001260823 -0.363620503
L6_6676 145.7546262 549.4389902 0.002459889 -0.365582547
L6_6818 142.1107605 555.0490884 -0.000899439 -0.366890576
L6_6819 148.7911809 555.3997195 0.002691328 -0.36885262
L6_6963 145.1473152 561.0098177 -0.000864389 -0.371468678
L6_6964 151.8277356 561.3604488 0.002723379 -0.373430722
L6_7109 148.1838699 566.970547 -0.000534108 -0.376046781
L6_6966 165.1885763 562.0617111 0.010419821 -0.379316854
L6_7110 154.8642903 567.3211781 0.003049272 -0.379316854
L6_7257 151.2204246 572.9312763 -0.000794302 -0.379970868
L6_7111 161.5447107 567.6718093 0.006585823 -0.380624883
L6_7258 157.900845 573.2819074 0.002787701 -0.381932912
L6_7406 154.2569794 578.8920056 -0.001142147 -0.384548971
L6_7407 160.9373997 579.2426367 0.002203997 -0.387165029
L6_7556 157.2935341 584.8527349 -0.001647371 -0.387819044
L6_7557 163.9739544 585.2033661 0.001745667 -0.390435103
L6_7708 160.3300888 590.8134642 -0.00182541 -0.392397146
L6_7709 167.0105091 591.1640954 0.001780637 -0.39435919
L6_7861 163.3666435 596.7741935 -0.001795141 -0.396321234
L6_7862 170.0470639 597.1248247 0.001456031 -0.397629263
L6_8016 166.4031982 602.7349229 -0.002466527 -0.398937293
L6_8017 173.0836186 603.085554 0.000927327 -0.402207366
L6_8173 176.1201733 609.0462833 0.000628677 -0.406785468
L6_8174 182.8005936 609.3969144 0.00390403 -0.410055541
L6_8332 179.156728 615.0070126 0.000102605 -0.410709556
L6_8333 185.8371484 615.3576438 0.003019549 -0.413979629
L6_8492 182.1932827 620.9677419 -0.001340451 -0.414633644
L6_8493 188.8737031 621.3183731 0.001646589 -0.417903717
L6_8654 185.2298374 626.9284712 -0.002636397 -0.418557732
L6_8655 191.9102578 627.2791024 0.000475117 -0.421827805
L6_8656 198.5906781 627.6297335 0.003378952 -0.423789849
L6_8818 194.9468125 633.2398317 0.000706434 -0.426405907
L6_8819 201.6272329 633.5904628 0.00233147 -0.429021966
L6_8983 197.9833672 639.200561 -0.00195213 -0.42967598
L6_8984 204.6637876 639.5511921 0.001042258 -0.432946053
L6_8985 211.3442079 639.9018233 0.00398762 -0.436216127
L6_9150 207.7003423 645.5119215 -0.000387946 -0.436216127
L6_9317 210.736897 651.4726508 -0.002416735 -0.4394862
L6_9151 214.3807626 645.8625526 0.001664231 -0.440140214
L6_9318 217.4173174 651.8232819 0.000398224 -0.444064302
L6_9319 224.0977377 652.173913 0.0027424 -0.446680361
L6_9487 220.4538721 657.7840112 -0.001543974 -0.447334375
L6_9488 227.1342924 658.1346424 0.00093308 -0.450604448
L6_9489 233.8147128 658.4852735 0.003392397 -0.453874522
L6_9658 230.1708471 664.0953717 -0.000898487 -0.454528536
L6_9659 236.8512675 664.4460028 0.001158836 -0.457798609
L6_9830 233.2074019 670.056101 -0.002707522 -0.458452624
L6_9831 239.8878222 670.4067321 -0.000774495 -0.461722697
L6_9660 243.5316879 664.7966339 0.003547454 -0.462376712
L6_10004 242.9243769 676.3674614 -0.002587122 -0.46499277
L6_9832 246.5682426 670.7573633 0.001513068 -0.465646785
L6_10005 249.6047973 676.7180926 -0.000536069 -0.468262843
L6_10180 252.641352 682.6788219 -0.002564843 -0.471532917
L6_10006 256.2852177 677.0687237 0.001517203 -0.472186931
L6_10181 259.3217724 683.029453 -0.000443989 -0.476111019
L6_10007 262.965638 677.4193548 0.003869608 -0.476765034
L6_10357 262.3583271 688.9901823 -0.002821878 -0.478727078
L6_10182 266.0021927 683.3800842 0.001245811 -0.480035107
L6_10358 269.0387475 689.3408135 -0.001078983 -0.48330518
L6_10183 272.6826131 683.7307153 0.003001206 -0.483959195
L6_10536 272.0753022 695.3015428 -0.003688713 -0.485921238
L6_10359 275.7191678 689.6914446 0.000511809 -0.486575253
L6_10537 278.7557225 695.6521739 -0.001741902 -0.489845326
L6_10360 282.3995882 690.0420757 0.002491044 -0.490499341
L6_10538 285.4361429 696.002805 -0.000715194 -0.493769414
L6_10361 289.0800086 690.3927069 0.00362454 -0.494423429
L6_10539 292.1165633 696.3534362 0.000843846 -0.497693502
L6_10718 295.153118 702.3141655 -0.001936406 -0.50161759
L6_10540 298.7969836 696.7040673 0.002217713 -0.502271604
L6_10719 301.8335383 702.6647966 0.000244772 -0.505541677
L6_10900 304.8700931 708.6255259 -0.001752325 -0.509465765
L6_10901 311.5505134 708.9761571 0.001215191 -0.512081824
L6_11083 314.5870681 714.9368864 -0.001108768 -0.516659926
L6_11084 321.2674885 715.2875175 0.001393392 -0.520584014
L6_11268 324.3040432 721.2482468 -0.000934686 -0.523854087
L6_11085 327.9479089 715.6381487 0.002852918 -0.525816131
L6_11092 371.6742967 712.1318373 -0.001410431 -0.555246789
L6_11277 378.3547171 712.4824684 0.002443849 -0.559170877
L6_11464 385.0351374 712.8330996 -0.004638775 -0.561786935
L6_11278 381.9985827 706.8723703 -0.000570544 -0.56244095
L6_11279 385.6424484 701.2622721 0.001160308 -0.565711023
L6_11465 388.6790031 707.2230014 -0.002769872 -0.567673067
L6_11653 395.3594235 707.5736325 -0.005057052 -0.568327082
L6_11466 392.3228688 701.6129032 -0.000953524 -0.569635111
L6_11280 389.286314 695.6521739 0.003351956 -0.570289126
L6_11467 395.9667344 696.002805 0.00196033 -0.572905184
L6_11654 399.0032891 701.9635344 -0.001938196 -0.574867228
L6_11655 402.6471548 696.3534362 0.001746207 -0.577483287
L6_11844 405.6837095 702.3141655 -0.002177361 -0.57944533
L6_11845 409.3275751 696.7040673 0.00151678 -0.581407374
L6_12035 412.3641299 702.6647966 -0.002408633 -0.583369418
L6_12036 416.0079955 697.0546985 0.001272266 -0.585985477
L6_12228 419.0445502 703.0154278 -0.00262631 -0.587947521
L6_12229 422.6884159 697.4053296 0.00106266 -0.590563579
L6_12422 425.7249706 703.3660589 -0.002861126 -0.592525623
L6_12230 426.3322815 691.7952314 0.004081439 -0.593833652
L6_12423 429.3688362 697.7559607 0.000289246 -0.595141682
L6_12618 432.4053909 703.71669 -0.004351888 -0.595141682
L6_12424 433.0127019 692.1458626 0.002520676 -0.59775774
L6_12619 436.0492566 698.1065919 -0.001378118 -0.599719784
L6_12815 439.0858113 704.0673212 -0.005276445 -0.601681828
L6_12620 439.6931223 692.4964937 0.001846995 -0.602989857
L6_12816 442.729677 698.457223 -0.002267976 -0.604297886
L6_12817 446.3735426 692.8471248 0.001429049 -0.60625993
L6_13014 445.7662317 704.4179523 -0.006161376 -0.60625993
L6_13015 449.4100973 698.8078541 -0.002655664 -0.60756796
L6_13016 453.053963 693.197756 -0.000134064 -0.610838033
L6_13215 456.0905177 699.1584853 -0.004028175 -0.612800077
L6_13017 456.6978286 687.5876578 0.003254914 -0.61476212
L6_13216 459.7343834 693.5483871 -0.00102746 -0.615416135
L6_13217 463.378249 687.9382889 0.002667912 -0.617378179
L6_13416 462.7709381 699.5091164 -0.004913356 -0.617378179
L6_13417 466.4148037 693.8990182 -0.001271269 -0.619340223
L6_13620 473.0952241 694.2496494 -0.001636401 -0.623264311
L6_13621 476.7390897 688.6395512 0.000291016 -0.627188398
L6_13825 483.4195101 688.9901823 -0.001598773 -0.631112486
L6_13826 487.0633758 683.3800842 0.001060259 -0.634382559
L6_14031 490.0999305 689.3408135 -0.002839708 -0.636344603
L6_14032 493.7437961 683.7307153 0.000846873 -0.638960662
L6_14033 497.3876618 678.1206171 0.004506355 -0.640922706
L6_14238 496.7803508 689.6914446 -0.003071634 -0.640922706
L6_14239 500.4242165 684.0813464 0.000661779 -0.64288475
L6_14447 503.4607712 690.0420757 -0.003311332 -0.644846793
L6_14240 504.0680821 678.4712482 0.004270131 -0.645500808
L6_14448 507.1046369 684.4319776 0.000377746 -0.647462852
L6_14658 510.1411916 690.3927069 -0.003528118 -0.649424896
L6_14449 510.7485025 678.8218794 0.004043928 -0.65007891
L6_14659 513.7850572 684.7826087 0.00019994 -0.652040954
L6_14660 517.4289229 679.1725105 0.003821573 -0.654002998
L6_14871 516.8216119 690.743338 -0.003758039 -0.654002998
L6_14872 520.4654776 685.1332398 -0.000316655 -0.655965042
L6_14873 524.1093432 679.5231417 0.003582659 -0.658581101
L6_15085 523.5020323 691.0939691 -0.003998829 -0.658581101
L6_15086 527.145898 685.483871 -0.000330531 -0.660543145
L6_15301 530.1824527 691.4446003 -0.004285222 -0.661851174
L6_15087 530.7897636 679.8737728 0.002702114 -0.663159203
L6_15302 533.8263183 685.8345021 -0.001205156 -0.665121247
L6_15518 536.862873 691.7952314 -0.005431145 -0.665121247
L6_15303 537.470184 680.2244039 0.001841142 -0.667083291
L6_15519 540.5067387 686.1851332 -0.002107955 -0.669699349
L6_15736 543.5432934 692.1458626 -0.005992072 -0.671007379
L6_15304 541.1140496 674.6143058 0.005186018 -0.671661393
L6_15520 544.1506043 680.5750351 0.000937139 -0.671661393
L6_15737 547.1871591 686.5357644 -0.002968981 -0.673623437
L6_15521 547.79447 674.9649369 0.004602997 -0.674277452
L6_15956 550.2237138 692.4964937 -0.006866419 -0.675585481
L6_15738 550.8310247 680.9256662 0.000711268 -0.676239496
L6_15739 554.4748904 675.315568 0.004382735 -0.67820154
L6_15957 553.8675794 686.8863955 -0.003196947 -0.67820154
L6_15958 557.5114451 681.2762973 0.000571068 -0.680817598
L6_15959 561.1553107 675.6661992 0.004143644 -0.682779642
L6_16178 560.5479998 687.2370266 -0.003437825 -0.682779642
L6_16179 564.1918654 681.6269285 0.00027437 -0.684741686
L6_16401 567.2284202 687.5876578 -0.004220529 -0.684741686
L6_16402 570.8722858 681.9775596 -0.001381361 -0.688011759
L6_16180 567.8357311 676.0168303 0.002714055 -0.688665774
L6_16626 577.5527062 682.3281907 -0.003286353 -0.692589861
L6_16403 574.5161515 676.3674614 0.001054954 -0.693243876
L6_16404 578.1600171 670.7573633 0.004084117 -0.694551905
L6_16627 581.1965718 676.7180926 0.000224768 -0.696513949
L6_16852 584.2331265 682.6788219 -0.003717161 -0.698475993
L6_16628 584.8404375 671.1079944 0.003288094 -0.700438037
L6_16853 587.8769922 677.0687237 -0.000703575 -0.701746066
L6_17079 590.9135469 683.029453 -0.004976616 -0.701746066
L6_16854 591.5208578 671.4586255 0.001691379 -0.704362125
L6_17080 594.5574126 677.4193548 -0.002254963 -0.706324169
L6_17309 601.2378329 677.769986 -0.002867292 -0.708940227
L6_17081 598.2012782 671.8092567 0.001410804 -0.709594242
L6_17310 604.8816986 672.1598878 0.000554866 -0.712864315
L6_17539 607.9182533 678.1206171 -0.003349385 -0.714826359
L6_17540 611.5621189 672.5105189 0.00042953 -0.717442417
L6_17768 614.5986737 678.4712482 -0.00358789 -0.719404461
L6_17769 618.2425393 672.8611501 -0.000585116 -0.721366505
L6_17995 621.279094 678.8218794 -0.004539357 -0.722674534
L6_17996 624.9229597 673.2117812 -0.001916804 -0.724636578
L6_17770 621.886405 667.2510519 0.002267838 -0.725290593
L6_18220 631.60338 673.5624123 -0.002885707 -0.728560666
L6_17997 628.5668253 667.601683 0.001309546 -0.729214681
L6_18221 635.2472457 667.9523142 0.000164682 -0.732484754
L6_18443 638.2838004 673.9130435 -0.003871669 -0.734446798
L6_18444 641.9276661 668.3029453 -0.000853457 -0.737062856
L6_18662 644.9642208 674.2636746 -0.004750607 -0.7390249
L6_18445 645.5715317 662.6928471 0.002356067 -0.740332929
L6_18663 648.6080864 668.6535764 -0.001754304 -0.741640959
L6_18664 652.2519521 663.0434783 0.001940617 -0.743603002
L6_18881 651.6446411 674.6143058 -0.005638674 -0.743603002
L6_18882 655.2885068 669.0042076 -0.001973835 -0.745565046
L6_18883 658.9323724 663.3941094 0.001704864 -0.748181105
L6_19100 661.9689272 669.3548387 -0.002194208 -0.750143149
L6_18884 662.5762381 657.7840112 0.004810347 -0.752105193
L6_19101 665.6127928 663.7447405 0.000859129 -0.753413222
L6_19102 669.2566585 658.1346424 0.004493181 -0.755375266
L6_19319 668.6493475 669.7054698 -0.003085979 -0.755375266
L6_19320 672.2932132 664.0953717 0.000621942 -0.75733731
L6_19537 675.3297679 670.056101 -0.00331379 -0.759299354
L6_19321 675.9370788 658.4852735 0.0038508 -0.761261397
L6_19538 678.9736335 664.4460028 -0.000292202 -0.761915412
L6_19322 679.5809445 652.8751753 0.007280958 -0.762569427
L6_19755 682.0101883 670.4067321 -0.004190102 -0.763877456
L6_19539 682.6174992 658.8359046 0.003137635 -0.7658395
L6_19756 685.6540539 664.7966339 -0.001196609 -0.766493515
L6_19540 686.2613649 653.2258065 0.005850026 -0.767801544
L6_19757 689.2979196 659.1865358 0.001850334 -0.768455558
L6_19973 692.3344743 665.1472651 -0.002069949 -0.770417602
L6_19758 692.9417852 653.5764376 0.005509265 -0.771071617
L6_19974 695.9783399 659.5371669 0.001610791 -0.773033661
L6_20190 699.0148946 665.4978962 -0.002287696 -0.774995705
L6_19975 699.6222056 653.9270687 0.004880205 -0.776957749
L6_20191 702.6587603 659.887798 0.000760863 -0.777611763
L6_20192 706.3026259 654.2776999 0.003281902 -0.780881836
L6_20407 709.3391807 660.2384292 -0.000839779 -0.781535851
L6_20408 712.9830463 654.628331 0.002205149 -0.78415191
L6_20623 716.019601 660.5890603 -0.001819856 -0.785459939
L6_20624 719.6634667 654.9789621 0.000703111 -0.788730012
L6_22671 806.5089314 659.5371669 -0.000441333 -0.849553372
L6_22787 809.5454861 665.4978962 -0.002306907 -0.851515416
L6_22788 813.1893518 659.887798 0.001386951 -0.85347746
L6_22902 816.2259065 665.8485273 -0.001310687 -0.856093519
L6_23014 819.2624612 671.8092567 -0.005110252 -0.857401548
L6_22903 819.8697722 660.2384292 0.002461596 -0.858055563
L6_23015 822.9063269 666.1991585 -0.001439586 -0.860017607
L6_23016 826.5501925 660.5890603 0.002250118 -0.862633665
L6_23124 825.9428816 672.1598878 -0.005091661 -0.863941694
L6_23125 829.5867472 666.5497896 -0.001049001 -0.864595709
L6_23126 833.2306129 660.9396914 0.002774789 -0.865903738
L6_23233 832.623302 672.5105189 -0.004265096 -0.866557753
L6_23234 836.2671676 666.9004208 -0.000614264 -0.868519797
L6_23127 836.8744786 655.3295933 0.006979085 -0.869173811
L6_23340 839.3037223 672.8611501 -0.004491687 -0.870481841
L6_23235 839.9110333 661.2903226 0.003080747 -0.871135855
L6_23341 842.947588 667.2510519 -0.000818924 -0.873097899
L6_23445 845.9841427 673.2117812 -0.004716622 -0.875059943
L6_23446 849.6280083 667.601683 -0.001493647 -0.876367972
L6_23342 846.5914536 661.6409537 0.002703248 -0.877021987
L6_23447 853.271874 661.9915849 0.001975566 -0.879638045
L6_23548 852.6645631 673.5624123 -0.005604238 -0.879638045
L6_23549 856.3084287 667.9523142 -0.001941365 -0.881600089
L6_23650 862.9888491 668.3029453 -0.003426472 -0.884216148
L6_23550 859.9522944 662.342216 0.000809068 -0.884870162
L6_23551 863.59616 656.7321178 0.003565511 -0.887486221
L6_23651 866.6327147 662.6928471 -0.000512864 -0.88879425
L6_23749 869.6692694 668.6535764 -0.004688654 -0.88879425
L6_23750 873.3131351 663.0434783 -0.002018607 -0.891410309
L6_23847 876.3496898 669.0042076 -0.00629645 -0.891410309
L6_23652 870.2765804 657.0827489 0.001965713 -0.892064323
L6_23653 873.920446 651.4726508 0.004326974 -0.894680382
L6_23751 876.9570007 657.4333801 0.000371643 -0.895988411
L6_23848 879.9935555 663.3941094 -0.003761049 -0.896642426
L6_23752 880.6008664 651.8232819 0.002880825 -0.899258484
L6_23849 883.6374211 657.7840112 -0.001190623 -0.900566514
L6_23944 886.6739758 663.7447405 -0.005084317 -0.901874543
L6_24038 893.3543962 664.0953717 -0.007153084 -0.901874543
L6_23850 887.2812868 652.173913 0.00128346 -0.903836587
L6_23945 890.3178415 658.1346424 -0.00283815 -0.904490601
L6_23851 890.9251524 646.5638149 0.003805505 -0.907760675
L6_23946 893.9617071 652.5245442 -0.000343972 -0.908414689
L6_24039 896.9982618 658.4852735 -0.004672812 -0.908414689
L6_23947 897.6055728 646.914446 0.002034418 -0.911030748
L6_24040 900.6421275 652.8751753 -0.002165491 -0.911684762
L6_24131 903.6786822 658.8359046 0.006448121 -0.914954835
L6_23948 901.2494384 641.3043478 0.004734151 -0.91560885
L6_24041 904.2859932 647.2650771 0.000515762 -0.91560885
L6_24132 907.3225479 653.2258065 -0.003740099 -0.916262865
L6_24133 910.9664135 647.6157083 -0.001664502 -0.918878923
L6_24042 907.9298588 641.654979 0.002572752 -0.919532938
L6_24222 914.0029682 653.5764376 -0.005647341 -0.921494982
L6_24134 914.6102792 642.0056101 0.00132903 -0.922803011
L6_24223 917.6468339 647.9663394 -0.002808756 -0.923457026
L6_24310 920.6833886 653.9270687 -0.00717871 -0.923457026
L6_24135 918.2541448 636.3955119 0.003697733 -0.92541907
L6_24224 921.2906995 642.3562412 -0.000300715 -0.926727099
L6_24311 924.3272542 648.3169705 -0.004136931 -0.928689143
L6_24225 924.9345652 636.7461431 0.003436366 -0.929343157
L6_24312 927.9711199 642.7068724 -0.000785565 -0.930651187
